,name,sector,industry,country,mktCap,fullTimeEmployees
ARH.V,ALTIMA RESOURCES LTD.,Energy,Oil & Gas E&P,Canada,1551370,
ARIC.V,AWALE RESOURCES LIMITED,Basic Materials,Gold,Canada,6823795,
ARJN.V,ARANJIN RESOURCES LTD,Basic Materials,Copper,Mongolia,11887425,
ARS.V,ARES STRATEGIC MINING INC,Basic Materials,Other Industrial Metals & Mining,Canada,49214772,
ART.V,ARHT MEDIA INC,Technology,Software—Application,Canada,32745958,
ARTG.V,ARTEMIS GOLD INC,Basic Materials,Gold,Canada,651682496,
ARU.V,AURANIA RESOURCES LTD,Basic Materials,Other Precious Metals & Mining,Canada,119057616,
ARU.WT.V,delisted,,,,,
ASG.V,AURORA SPINE CORPORATION,Healthcare,Medical Devices,Canada,44881856,
ASI.V,ASHANTI SANKOFA INC,Basic Materials,Gold,Canada,1557024,
ASL.V,ARGENTUM SILVER CORP,Basic Materials,Other Industrial Metals & Mining,Canada,10835685,
AST.V,ASTRON CONNECT INC,Consumer Defensive,Packaged Foods,Canada,4592676,
ATC.V,ATAC Resources Ltd.,Basic Materials,Gold,Canada,29293022,
ATE.V,delisted,,,,,
ATI.V,Altai Resources Inc,Energy,Oil & Gas E&P,Canada,3642177,
ATU.V,ALTURA ENERGY INC,Energy,Oil & Gas E&P,Canada,23962620,
ATW.V,ATW TECH INC,Technology,Software—Infrastructure,Canada,16320680,
ATX.V,ATEX RESOURCES INC,Basic Materials,Gold,Canada,8068566,
ATY.V,ATICO MINING CORPORATION,Basic Materials,Other Industrial Metals & Mining,Canada,67849376,
AU.V,AURION RESOURCES LTD.,Basic Materials,Gold,Canada,82366536,
AUAU.V,ALLEGIANT GOLD LTD,Basic Materials,Gold,Canada,18643824,
AUEN.V,GOLDEN SKY MINERALS CORP,Basic Materials,Other Industrial Metals & Mining,Canada,3831264,
AUL.V,AURELIUS MINERALS INC,Basic Materials,Gold,Canada,12400605,
AUMB.V,1911 GOLD CORPORATION,Basic Materials,Gold,Canada,26909506,
AUN.V,AURCANA SILVER CORPORATION,Basic Materials,Silver,Canada,217095984,
AUQ.V,AUQ GOLD MINING INC,Basic Materials,Gold,Canada,5236680,
AUR.H.V,delisted,,,,,
AUS.H.V,delisted,,,,,
AUT.H.V,delisted,,,,,
AUU.V,GOLD79 MINES LTD,Basic Materials,Other Precious Metals & Mining,Canada,7313976,
AUX.V,AUX RESOURCES CORPORATION,Basic Materials,Other Precious Metals & Mining,Canada,13266652,
AVCR.V,AVRICORE HEALTH INC,Healthcare,Diagnostics & Research,Canada,18430944,
AVG.V,AVIDIAN GOLD CORP,Basic Materials,Gold,Canada,20803240,
AVN.V,AVANTI ENERGY INC,Energy,Oil & Gas E&P,Canada,67121792,
AVU.V,AVRUPA MINERALS LTD.,Basic Materials,Other Industrial Metals & Mining,Canada,3273810,
AWE.V,THUNDERSTRUCK RESOURCES LTD,Basic Materials,Other Industrial Metals & Mining,Canada,7156448,
AWI.V,ADVENT AWI HOLDINGS INC,Consumer Cyclical,Specialty Retail,Canada,13009695,
AWX.V,ARCWEST EXPLORATION INC,Basic Materials,Other Industrial Metals & Mining,Canada,8252620,
AXE.V,ACCELEWARE LTD,Technology,Software—Application,Canada,38040840,
AXIS.V,AXIS AUTO FINANCE INC,Financial Services,Credit Services,Canada,29131350,
AXL.V,ARROW EXPLORATION CORP,Energy,Oil & Gas E&P,Canada,7210833,
AXM.V,AXMIN INC,Basic Materials,Gold,Canada,6828100,
AZ.V,A2Z SMART TECHNOLOGIES CORP,Industrials,Aerospace & Defense,Canada,214636512,
AZM.V,Azimut Exploration Inc.,Basic Materials,Other Industrial Metals & Mining,Canada,70584000,
AZR.V,AZARGA METALS CORP,Basic Materials,Other Industrial Metals & Mining,Canada,13323205,
AZS.V,ARIZONA SILVER EXPLORATION INC,Basic Materials,Silver,Canada,11278624,
AZT.V,AZTEC MINERALS CORP,Basic Materials,Other Industrial Metals & Mining,Canada,15837045,
B.V,BCM RESOURCES CORPORATION,Basic Materials,Other Industrial Metals & Mining,Canada,7350960,
BABY.V,ELSE NUTRITION HOLDINGS INC,Consumer Defensive,Packaged Foods,Israel,290322816,
BABY.WT.V,delisted,,,,,
BAL.H.V,delisted,,,,,
BARU.V,BARU GOLD CORP,Basic Materials,Gold,Canada,22191750,
BAT.V,BATERO GOLD CORP.,Basic Materials,Other Precious Metals & Mining,Canada,16701390,
BAU.V,BLUE STAR GOLD CORP,Basic Materials,Other Industrial Metals & Mining,Canada,24923528,
BAV.H.V,delisted,,,,,
BAY.V,ASTON BAY HOLDINGS LTD,Basic Materials,Other Precious Metals & Mining,Canada,8198750,
BBB.V,BRIXTON METALS CORPORATION,Basic Materials,Other Precious Metals & Mining,Canada,53408976,
BCF.V,BUILDERS CAPITAL MORTGAGE CORP,Financial Services,Mortgage Finance,Canada,28789950,
BCK.V,delisted,,,,,
BCM.V,BEAR CREEK MINING CORP.,Basic Materials,Other Industrial Metals & Mining,Canada,273905184,40
BCT.V,BRIACELL THERAPEUTICS CORP,Healthcare,Biotechnology,Canada,23959604,
BCU.V,BELL COPPER CORPORATION,Basic Materials,Copper,Canada,18511028,
BDGC.V,BOUNDARY GOLD AND COPPER MINING,Basic Materials,Other Industrial Metals & Mining,Canada,2208997,
BEA.V,BELMONT RESOURCES INC,Basic Materials,Other Industrial Metals & Mining,Canada,3533936,
BEER.V,HILL STREET BEVERAGE COMPANY IN,Consumer Defensive,Beverages—Brewers,Canada,14172000,
BEN.H.V,delisted,,,,,
BES.V,BRAILLE ENERGY SYSTEMS INC,Industrials,Electrical Equipment & Parts,Canada,34388856,
BEW.V,BEWHERE HOLDINGS INC,Technology,Communication Equipment,Canada,21972000,
BEX.V,BENTON RESOURCES INC,Basic Materials,Other Industrial Metals & Mining,Canada,16449120,
BFF.V,delisted,,,,,
BGA.V,BIONEUTRA GLOBAL CORPORATION,Consumer Defensive,Packaged Foods,Canada,11379956,51
BGD.H.V,delisted,,,,,
BGF.V,BEAUCE GOLD FIELDS INC,Basic Materials,Gold,Canada,10648060,
BGS.V,BAROYECA GOLD AND SILVER INC,Basic Materials,Other Industrial Metals & Mining,Canada,10420410,
BHR.V,BLACKHEATH RESOURCES INC,Basic Materials,Other Industrial Metals & Mining,Canada,1897878,
BHS.V,BAYHORSE SILVER INC,Basic Materials,Other Industrial Metals & Mining,Canada,32146480,
BHT.V,BRAVEHEART RESOURCES INC,Basic Materials,Other Precious Metals & Mining,Canada,14795191,
BITF.V,BITFARMS LTD,Financial Services,Capital Markets,Canada,540039808,
BITK.V,BLOCKCHAINK2 CORP,Financial Services,Capital Markets,Canada,19175826,
BKM.V,Pacific Booker Minerals Inc.,Basic Materials,Other Industrial Metals & Mining,Canada,30348270,
BKMT.V,BLOCKMINT TECHNOLOGIES INC,Financial Services,Capital Markets,Canada,15927682,
BLC.H.V,delisted,,,,,
BLM.V,BLUMETRIC ENVIRONMENTAL INC,Industrials,Waste Management,Canada,12904065,160
BLN.V,BLACKLINE SAFETY CORP,Technology,Communication Equipment,Canada,448375936,
BLUE.V,BLUE THUNDER MINING INC,Basic Materials,Gold,Canada,8208480,
BM.H.V,delisted,,,,,
BME.V,BARSELE MINERALS CORP,Basic Materials,Other Precious Metals & Mining,Canada,73948840,
BMET.V,BEMETALS CORP,Basic Materials,Other Industrial Metals & Mining,Canada,43503948,
BMEX.V,BMEX GOLD INC,Basic Materials,Gold,Canada,11812674,
BMG.V,BLACK MOUNTAIN GOLD USA CORP,Basic Materials,Gold,Canada,15605499,
BMK.V,MACDONALD MINES EXPL LTD.,Basic Materials,Gold,Canada,12704640,2
BMM.V,BLACK MAMMOTH METALS CORP,Basic Materials,Other Industrial Metals & Mining,Canada,1440647,
BMV.H.V,delisted,,,,,
BNCH.V,BENCHMARK METALS INC,Basic Materials,Other Industrial Metals & Mining,Canada,213190880,
BOL.V,BOLD VENTURES INC,Basic Materials,Other Industrial Metals & Mining,Canada,3414204,
BPLI.V,BPLI HOLDINGS INC,Industrials,Aerospace & Defense,Canada,24004800,
BQE.V,BQE WATER INC,Industrials,Waste Management,Canada,25261880,
BRAG.V,error,,,,,
BRAU.V,BIG RIDGE GOLD CORP,Basic Materials,Gold,Canada,7198029,
BRC.V,BLACKROCK SILVER CORP,Basic Materials,Other Precious Metals & Mining,Canada,95445480,
BRG.V,BRIGADIER GOLD LIMITED,Basic Materials,Gold,Canada,12283146,
BRL.H.V,delisted,,,,,
BRM.V,BIOREM INC.,Industrials,Pollution & Treatment Controls,Canada,20490646,
BRN.PR.A.V,error,,,,,
BRO.V,BARKSDALE RESOURCES CORP,Basic Materials,Other Industrial Metals & Mining,Canada,33530396,
BRW.V,BRUNSWICK EXPLORATION INC,Basic Materials,Gold,Canada,26274000,
BRZ.V,BEARING LITHIUM CORP,Basic Materials,Other Industrial Metals & Mining,Canada,15854941,
BSH.V,BAYSHORE PETROLEUM CORP,Energy,Oil & Gas E&P,Canada,2914128,
BSI.H.V,delisted,,,,,
BSK.V,BLUE SKY URANIUM CORP,Energy,Uranium,Canada,36474748,
BSR.V,BLUESTONE RESOURCES INC,Basic Materials,Other Industrial Metals & Mining,Canada,228957488,
BST.V,BESSOR MINERALS INC,Basic Materials,Other Industrial Metals & Mining,Canada,1419992,
BTEC.H.V,delisted,,,,,
BTI.V,BIOASIS TECHNOLOGIES INC.,Healthcare,Biotechnology,United States,26582280,
BTR.V,BONTERRA RESOURCES INC.,Basic Materials,Gold,Canada,103229280,
BTT.V,BITTERROOT RESOURCES LTD,Basic Materials,Other Industrial Metals & Mining,Canada,7127670,
BTU.V,BTU METALS CORP,Basic Materials,Gold,Canada,13765411,
BTV.V,BLUERUSH INC,Technology,Software—Application,Canada,30112636,
BUD.V,SATORI RESOURCES INC,Basic Materials,Gold,Canada,8171114,
BUF.V,BUFFALO COAL CORP,Energy,Thermal Coal,South Africa,8427060,511
BUS.V,GRANDE WEST TRANSPORTATION GROU,Consumer Cyclical,Auto Manufacturers,Canada,70881320,
BUZH.P.V,delisted,,,,,
BVA.V,BRAVADA GOLD CORPORATION,Basic Materials,Other Industrial Metals & Mining,Canada,8445547,
BWLK.V,BOARDWALKTECH SOFTWARE CORP,Technology,Software—Application,United States,37377328,70
BWR.V,BWR EXPLORATION INC,Basic Materials,Other Industrial Metals & Mining,Canada,3132587,
BXR.V,BLUE RIVER RESOURCES LTD,Basic Materials,Copper,Canada,2876265,
BYM.H.V,delisted,,,,,
BYN.V,BANYAN GOLD CORP,Basic Materials,Gold,Canada,34304604,
BZ.V,BENZ MINING CORP,Basic Materials,Other Industrial Metals & Mining,Canada,71008696,
C.V,CONTACT GOLD INC,Basic Materials,Gold,Canada,26483380,
CAC.P.V,delisted,,,,,
CAD.V,COLONIAL COAL INTERNATIONAL COR,Basic Materials,Coking Coal,Canada,125472968,
CAF.V,CANAF INVESTMENTS INC,Basic Materials,Coking Coal,Canada,6402537,
CAG.V,COMPOSITE ALLIANCE GROUP INC,Industrials,Specialty Industrial Machinery,Canada,6614040,
CAGR.V,CENTRAL AFRICAN GOLD INC,Basic Materials,Other Industrial Metals & Mining,Canada,7304160,
CAK.H.V,delisted,,,,,
CANB.V,CANADABIS CAPITAL INC,Healthcare,Drug Manufacturers—Specialty & Generic,Canada,19717536,
CAND.V,CANDELARIA MINING CORP,Basic Materials,Gold,Canada,59913248,
CANX.V,CANEX METALS INC,Basic Materials,Gold,Canada,7975770,
CAP.V,CASTLE PEAK MINING LTD,Basic Materials,Gold,Canada,1991445,
CAPT.V,CAPITAN MINING INC,Basic Materials,Other Precious Metals & Mining,Canada,8176740,
CASA.V,CASA MINERALS INC,Basic Materials,Other Industrial Metals & Mining,Canada,7158547,
CAU.H.V,delisted,,,,,
CAY.V,CACHE EXPLORATION INC.,Basic Materials,Other Industrial Metals & Mining,Canada,7933696,
CBA.V,Champion Bear Res Ltd,Basic Materials,Other Industrial Metals & Mining,Canada,6732600,
CBG.V,CHIBOUGAMAU INDEPENDENT MINES I,Basic Materials,Other Precious Metals & Mining,Canada,8492256,
CBI.V,COLIBRI RESOURCE CORPORATION,Basic Materials,Other Industrial Metals & Mining,Canada,6774550,
CBLT.V,CBLT INC,Basic Materials,Other Industrial Metals & Mining,Canada,5309248,
CBLU.V,CLEAR BLUE TECHNOLOGIES INTL IN,Technology,Solar,Canada,34582184,
CBR.V,CABRAL GOLD INC,Basic Materials,Gold,Canada,70470776,
CBV.V,Cobra Venture Corporation,Energy,Oil & Gas E&P,Canada,1828925,
CCB.V,CANADA CARBON INC,Basic Materials,Other Industrial Metals & Mining,Canada,23530454,
CCCM.V,C3 METALS INC,Basic Materials,Other Industrial Metals & Mining,Canada,73021968,
CCD.V,CASCADERO COPPER CORPORATION,Basic Materials,Other Industrial Metals & Mining,Canada,6503034,
CCE.V,COMMERCE RESOURCES CORP,Basic Materials,Other Industrial Metals & Mining,Canada,28017932,
CCK.H.V,delisted,,,,,
CCW.V,CANADA SILVER COBALT WORKS INC,Basic Materials,Other Industrial Metals & Mining,Canada,53908648,
CD.V,CANTEX MINE DEVELOPMENT CORP,Basic Materials,Other Industrial Metals & Mining,Canada,46059928,
CDA.V,CANUC RESOURCES CORPORATION,Energy,Oil & Gas E&P,Canada,30167750,
CDB.V,CORDOBA MINERALS CORP,Basic Materials,Other Industrial Metals & Mining,Canada,77924368,
CDC.V,CADILLAC VENTURES INC.,Basic Materials,Other Industrial Metals & Mining,Canada,3175245,
CDG.V,delisted,,,,,
CDU.V,CARDERO RESOURCE CORP,Basic Materials,Other Industrial Metals & Mining,Canada,9394420,
CE.H.V,delisted,,,,,
CEL.H.V,delisted,,,,,
CEM.V,CONSTANTINE METAL RESOURCES LTD,Basic Materials,Other Industrial Metals & Mining,Canada,11200057,
CEN.V,CLAREN ENERGY CORP,Energy,Oil & Gas E&P,Canada,10898238,
CEO.H.V,delisted,,,,,
CEP.V,CLIFFSIDE CAPITAL LTD,Financial Services,Asset Management,Canada,10467339,
CFY.V,CF ENERGY CORP,Utilities,Utilities—Regulated Gas,Canada,36659392,
CGC.V,error,,,,,
CGC.WT.V,delisted,,,,,
CGD.V,CARLIN GOLD CORP.,Basic Materials,Gold,Canada,6225765,
CGP.V,CORNERSTONE CAPITAL RESOURCES I,Basic Materials,Other Industrial Metals & Mining,Canada,122806440,
CHN.V,CHINA EDUCATION RESOURCES INC.,Consumer Defensive,Education & Training Services,Canada,3789200,
CHY.H.V,delisted,,,,,
CIO.V,CENTRAL IRON ORE LIMITED,Basic Materials,Gold,Australia,4362642,
CIP.H.V,delisted,,,,,
CKG.V,CHESAPEAKE GOLD CORP.,Basic Materials,Other Precious Metals & Mining,Canada,224398368,
CKK.V,CORDY OILFIELD SERVICES INC.,Industrials,Engineering & Construction,Canada,5779050,
CLH.V,delisted,,,,,
CLI.V,CLEARFORD WATER SYSTEMS INC,Industrials,Waste Management,Canada,4081120,91
CLV.V,CANOE MINING VENTURES CORP,Basic Materials,Gold,Canada,2619795,
CLZ.V,Canasil Resources Inc.,Basic Materials,Other Industrial Metals & Mining,Canada,14054640,
CMB.V,CMC METALS LTD,Basic Materials,Other Precious Metals & Mining,Canada,13535536,
CMD.V,COMMANDER RESOURCES LTD,Basic Materials,Other Industrial Metals & Mining,Canada,6773652,
CMI.V,C-Com Satellite Systems Inc.,Technology,Communication Equipment,Canada,130191232,
CMIL.V,CAPELLA MINERALS LIMITED,Basic Materials,Other Precious Metals & Mining,Canada,13752301,
CML.V,CANICKEL MINING LIMITED,Basic Materials,Other Industrial Metals & Mining,Canada,8817294,
CMO.H.V,delisted,,,,,
CMX.V,CHILEAN METALS INC,Basic Materials,Other Industrial Metals & Mining,Canada,17372858,
CN.V,CONDOR RESOURCES INC.,Basic Materials,Other Precious Metals & Mining,Canada,27295840,
CNC.V,CANADA NICKEL COMPANY INC,Basic Materials,Other Industrial Metals & Mining,Canada,252249392,
CNO.V,CALIFORNIA NANOTECHNOLOGIES COR,Basic Materials,Specialty Chemicals,United States,4557393,
CNS.V,CONTAGIOUS GAMING INC,Communication Services,Electronic Gaming & Multimedia,Canada,1903511,
CNX.V,CALLINEX MINES INC,Basic Materials,Other Industrial Metals & Mining,Canada,43748872,
COBC.V,COBALT BLOCKCHAIN INC,Basic Materials,Other Industrial Metals & Mining,Canada,23757360,
COIN.V,COIN HODL INC,Financial Services,Capital Markets,Canada,4469683,
COL.V,COPPER NORTH MINING CORP,Basic Materials,Copper,Canada,4295020,
CONE.V,CANADA ONE MINING CORP,Basic Materials,Other Industrial Metals & Mining,Canada,1922139,
COO.V,NATUREBANK ASSET MANAGEMENT INC,Financial Services,Asset Management,Canada,7101560,
COR.V,CAMINO MINERALS CORPORATION,Basic Materials,Other Industrial Metals & Mining,Canada,20500600,
COV.V,COVALON TECHNOLOGIES LTD,Healthcare,Biotechnology,Canada,35629804,
CPAU.V,COPAUR MINERALS INC,Basic Materials,Other Industrial Metals & Mining,Canada,6047470,
CPL.V,COPPER LAKE RESOURCES LTD,Basic Materials,Other Industrial Metals & Mining,Canada,6649200,
CPM.V,delisted,,,,,
CPM.H.V,delisted,,,,,
CPS.V,CANADIAN PREMIUM SAND INC,Basic Materials,Other Industrial Metals & Mining,Canada,5629792,
CQR.V,CONQUEST RESOURCES LTD.,Basic Materials,Gold,Canada,23865660,
CRB.V,CARIBOO ROSE RESOURCES LTD.,Basic Materials,Other Precious Metals & Mining,Canada,3796952,
CRBK.V,CAREBOOK TECHNOLGIES INC,Healthcare,Health Information Services,Canada,36002508,34
CRE.V,CRITICAL ELEMENTS LITHIUM CORPO,Basic Materials,Other Industrial Metals & Mining,Canada,251801696,
CROW.P.V,delisted,,,,,
CRTS.V,CORTUS METALS INC,Financial Services,Shell Companies,Canada,4299281,
CRX.H.V,delisted,,,,,
CSL.V,COMSTOCK METALS LTD,Basic Materials,Gold,Canada,2533200,
CSO.V,CORSA COAL CORP,Basic Materials,Coking Coal,United States,37903680,280
CSOC.A.V,delisted,,,,,
CSOC.B.V,delisted,,,,,
CSTL.P.V,delisted,,,,,
CSTR.V,CRYPTOSTAR CORP,Financial Services,Capital Markets,Canada,92667120,
CSX.V,CLEAN SEED CAPITAL GROUP LTD,Industrials,Farm & Heavy Construction Machinery,Canada,48211068,21
CTA.V,CENTAURUS ENERGY INC,Energy,Oil & Gas E&P,Canada,19042102,
CTM.V,error,,,,,
CTO.V,CIRCA ENTERPRISES INC.,Industrials,Electrical Equipment & Parts,Canada,10608150,
CTS.V,CONVERGE TECHNOLOGY SOLUTIONS C,Technology,Information Technology Services,Canada,1004780992,
CTU.V,delisted,,,,,
CTU.H.V,delisted,,,,,
CTZ.V,NAMSYS INC,Technology,Software—Application,Canada,27832026,
CUB.V,CUBICFARM SYSTEMS CORP,Industrials,Farm & Heavy Construction Machinery,Canada,181770592,48
CUDA.V,CUDA OIL AND GAS INC,Energy,Oil & Gas E&P,Canada,4325939,
CUI.V,CURRIE ROSE RESOURCES INC,Basic Materials,Other Industrial Metals & Mining,Canada,1882395,
CUR.V,INTERNATIONAL CONSOLIDATED URAN,Basic Materials,Gold,Canada,58676916,
CUSN.V,CORNISH METALS INC,Basic Materials,Other Industrial Metals & Mining,Canada,48086100,
CUU.V,COPPER FOX METALS INC,Basic Materials,Copper,Canada,181673696,
CVB.V,COMPASS GOLD CORPORATION,Basic Materials,Gold,Canada,10885020,
CVM.V,CVR MEDICAL CORP,Healthcare,Medical Devices,Canada,7096460,
CVV.V,CANALASKA URANIUM LTD,Basic Materials,Other Industrial Metals & Mining,Canada,40448756,
CVX.V,CEMATRIX CORPORATION,Basic Materials,Building Materials,Canada,66205668,
CWC.V,CWC ENERGY SERVICES CORP,Energy,Oil & Gas Equipment & Services,Canada,68333224,435
CWM.V,CROWN MINING CORP,Basic Materials,Copper,Canada,18968568,
CWRK.V,CURRENCYWORKS INC,Financial Services,Capital Markets,United States,154517536,3
CWV.V,CROWN POINT ENERGY INC,Energy,Oil & Gas E&P,Canada,13122541,
CXA.H.V,delisted,,,,,
CYF.V,Canyon Creek Food Co Ltd,Consumer Defensive,Packaged Foods,Canada,3163401,
