,name,sector,industry,country,mktCap,fullTimeEmployees
1445.T,HIKARI HOLDINGS CO LTD,Industrials,Conglomerates,Japan,15088322560,
1446.T,CANDEAL CO LTD,Industrials,Engineering & Construction,Japan,5918654464,606
1447.T,ITBOOK HLDGS CO LTD,Technology,Information Technology Services,Japan,9847340032,2032
1448.T,SPACE VALUE HLDGS CO LTD,Industrials,Specialty Business Services,Japan,25814091776,1380
1450.T,TANAKEN,Industrials,Engineering & Construction,Japan,11287289856,80
1451.T,KHC LTD,Real Estate,Real Estate—Development,Japan,2467454208,142
1452.T,YOKOHAMA WRIGHT INDUSTRIES CO L,Industrials,Engineering & Construction,Japan,927498880,
1456.T,error,,,,,
1457.T,error,,,,,
1458.T,error,,,,,
1459.T,error,,,,,
1460.T,error,,,,,
1464.T,error,,,,,
1465.T,error,,,,,
1466.T,error,,,,,
1467.T,error,,,,,
1468.T,error,,,,,
1469.T,error,,,,,
1470.T,error,,,,,
1471.T,error,,,,,
1472.T,error,,,,,
1473.T,error,,,,,
1474.T,error,,,,,
1475.T,error,,,,,
1476.T,error,,,,,
1477.T,error,,,,,
1478.T,error,,,,,
1479.T,error,,,,,
1480.T,error,,,,,
1481.T,error,,,,,
1482.T,error,,,,,
1483.T,error,,,,,
1484.T,error,,,,,
1485.T,error,,,,,
1486.T,error,,,,,
1487.T,error,,,,,
1488.T,error,,,,,
1489.T,error,,,,,
1490.T,error,,,,,
1491.T,CHUGAI MINING CO,Basic Materials,Gold,Japan,9558350848,110
1492.T,error,,,,,
1493.T,error,,,,,
1494.T,error,,,,,
1495.T,error,,,,,
1496.T,error,,,,,
1497.T,error,,,,,
1498.T,error,,,,,
1499.T,error,,,,,
1514.T,SUMISEKI HOLDINGS INC,Energy,Thermal Coal,Japan,6713207296,58
1515.T,NITTETSU MINING CO,Basic Materials,Other Industrial Metals & Mining,Japan,58153512960,1882
1518.T,MITSUI MATSUSHIMA HOLDINGS CO L,Energy,Thermal Coal,Japan,13877935104,1274
1540.T,error,,,,,
1541.T,error,,,,,
1542.T,error,,,,,
1543.T,error,,,,,
1545.T,error,,,,,
1546.T,error,,,,,
1547.T,error,,,,,
1550.T,error,,,,,
1551.T,error,,,,,
1552.T,error,,,,,
1554.T,error,,,,,
1555.T,error,,,,,
1557.T,error,,,,,
1559.T,error,,,,,
1560.T,error,,,,,
1563.T,error,,,,,
1566.T,error,,,,,
1567.T,error,,,,,
1568.T,error,,,,,
1569.T,error,,,,,
1570.T,error,,,,,
1571.T,error,,,,,
1572.T,error,,,,,
1573.T,error,,,,,
1574.T,error,,,,,
1575.T,error,,,,,
1576.T,error,,,,,
1577.T,error,,,,,
1578.T,error,,,,,
1579.T,error,,,,,
1580.T,error,,,,,
1584.T,error,,,,,
1585.T,error,,,,,
1586.T,error,,,,,
1591.T,error,,,,,
1592.T,error,,,,,
1593.T,error,,,,,
1595.T,error,,,,,
1596.T,error,,,,,
1597.T,error,,,,,
1598.T,error,,,,,
1599.T,error,,,,,
1605.T,INPEX CORPORATION,Energy,Oil & Gas E&P,Japan,1137495769088,
1615.T,error,,,,,
1617.T,error,,,,,
1618.T,error,,,,,
1619.T,error,,,,,
1620.T,error,,,,,
1621.T,error,,,,,
1622.T,error,,,,,
1623.T,error,,,,,
1624.T,error,,,,,
1625.T,error,,,,,
1626.T,error,,,,,
1627.T,error,,,,,
1628.T,error,,,,,
1629.T,error,,,,,
1630.T,error,,,,,
1631.T,error,,,,,
1632.T,error,,,,,
1633.T,error,,,,,
1651.T,error,,,,,
1652.T,error,,,,,
1653.T,error,,,,,
1654.T,error,,,,,
1655.T,error,,,,,
1656.T,error,,,,,
1657.T,error,,,,,
1658.T,error,,,,,
1659.T,error,,,,,
1660.T,error,,,,,
1662.T,JAPAN PETROLEUM EXPLORATION CO ,Energy,Oil & Gas E&P,Japan,121449062400,1739
1663.T,K&O ENERGY GROUP INC,Utilities,Utilities—Regulated Gas,Japan,39535214592,
1670.T,error,,,,,
1671.T,error,,,,,
1672.T,error,,,,,
1673.T,error,,,,,
1674.T,error,,,,,
1675.T,error,,,,,
1676.T,error,,,,,
1677.T,error,,,,,
1678.T,error,,,,,
1679.T,error,,,,,
1680.T,error,,,,,
1681.T,error,,,,,
1682.T,error,,,,,
1684.T,error,,,,,
1685.T,error,,,,,
1686.T,error,,,,,
1687.T,error,,,,,
1688.T,error,,,,,
1689.T,error,,,,,
1690.T,error,,,,,
1691.T,error,,,,,
1692.T,error,,,,,
1693.T,error,,,,,
1694.T,error,,,,,
1695.T,error,,,,,
1696.T,error,,,,,
1697.T,error,,,,,
1698.T,error,,,,,
1699.T,error,,,,,
1711.T,SDS HOLDINGS CO LTD,Utilities,Utilities—Renewable,Japan,2472595712,26
1712.T,DAISEKI ECO. SOLUTION CO LTD,Industrials,Waste Management,Japan,14865787904,167
1716.T,DAI-ICHI CUTTER KOGYO KK,Industrials,Engineering & Construction,Japan,16448579584,568
1717.T,MEIHO FACILITY WORKS,Industrials,Engineering & Construction,Japan,7916384768,170
1718.T,MIKIKOGYO CO LTD,Industrials,Engineering & Construction,Japan,4471106048,
1719.T,HAZAMA ANDO CORP,Industrials,Engineering & Construction,Japan,166840401920,3998
1720.T,TOKYU CONSTRUCTION CO(NEW),Industrials,Engineering & Construction,Japan,65405624320,2843
1721.T,COMSYS HOLDINGS CORP,Industrials,Engineering & Construction,Japan,429436764160,16844
1723.T,NIHON DENGI CO,Technology,Electronic Components,Japan,32584013824,623
1724.T,SYNCLAYER INC,Technology,Communication Equipment,Japan,2751988992,
1726.T,BR. HOLDINGS CORPORATION,Industrials,Engineering & Construction,Japan,27282604032,568
1728.T,MISAWA HOMES CHUGOKU CO.LTD,Consumer Cyclical,Residential Construction,Japan,2910942208,516
1730.T,ASO FOAM CRETE CO,Industrials,Engineering & Construction,Japan,2048262016,103
1736.T,OTEC CORP,Industrials,Industrial Distribution,Japan,12914286592,430
1737.T,MESCO INC,Industrials,Engineering & Construction,Japan,13525653504,379
1739.T,SEEDHEIWA CO LTD,Consumer Cyclical,Residential Construction,Japan,3895244800,65
1743.T,KOATSU KOGYO CO,Industrials,Engineering & Construction,Japan,2881103104,280
1757.T,CREA HOLDINGS INC,Real Estate,Real Estate—Development,Japan,18465144832,81
1758.T,TAIYO KISOKOGYO CO,Industrials,Engineering & Construction,Japan,3380608000,
1762.T,TAKAMATSU CONSTRUCTION GROUP CO,Industrials,Engineering & Construction,Japan,78933991424,4389
1764.T,KUDO CORP,Industrials,Engineering & Construction,Japan,2671554560,434
1766.T,TOKEN CORPORATION,Real Estate,Real Estate—Development,Japan,144150773760,6348
1768.T,SONEC CORP,Industrials,Engineering & Construction,Japan,6381815296,124
1770.T,FUJITA ENGINEERING CO,Industrials,Engineering & Construction,Japan,9112000512,565
1773.T,YTL CORP,Utilities,Utilities—Diversified,Malaysia,200493989888,11576
1775.T,FUJI FURUKAWA ENG & CONST CO LT,Industrials,Engineering & Construction,Japan,22177181696,1531
1776.T,SUMIKEN MITSUI ROAD CO LTD,Industrials,Engineering & Construction,Japan,9307132928,469
1780.T,YAMAURA CORP,Industrials,Engineering & Construction,Japan,18662600704,349
1782.T,JOBAN KAIHATSU CO,Industrials,Engineering & Construction,Japan,7016800256,398
1783.T,ASIA GATE HOLDINGS CO LTD,Industrials,Engineering & Construction,Japan,2817244672,174
1787.T,NAKABOHTEC CORROSION PROTECTING,Industrials,Metal Fabrication,Japan,16678553600,263
1788.T,SANTO CO LTD,Industrials,Engineering & Construction,Japan,1474709632,84
1789.T,ETS HOLDINGS CO LTD,Industrials,Engineering & Construction,Japan,6553711104,161
1793.T,OHMOTO GUMI CO,Industrials,Engineering & Construction,Japan,28497842176,802
1795.T,MASARU CORPORATION,Industrials,Engineering & Construction,Japan,3132370176,138
1798.T,MORIYA CORPORATION,Industrials,Engineering & Construction,Japan,4629544448,424
1799.T,DAIICHI KENSETSU CORP,Industrials,Engineering & Construction,Japan,38640484352,903
1801.T,TAISEI CORP,Industrials,Engineering & Construction,Japan,915902889984,14562
1802.T,OBAYASHI CORP,Industrials,Engineering & Construction,Japan,757836283904,14993
1803.T,SHIMIZU CORP,Industrials,Engineering & Construction,Japan,716322766848,14119
1805.T,TOBISHIMA CORP,Industrials,Engineering & Construction,Japan,24240750592,1394
1807.T,WATANABE SATO CO LTD,Industrials,Engineering & Construction,Japan,10046721024,491
1808.T,HASEKO CORPORATION,Consumer Cyclical,Residential Construction,Japan,452618256384,7315
1810.T,MATSUI CONSTRUCTION CO,Industrials,Engineering & Construction,Japan,23226404864,774
1811.T,ZENITAKA CORP,Industrials,Engineering & Construction,Japan,37316521984,957
1812.T,KAJIMA CORP,Industrials,Engineering & Construction,Japan,822729375744,18673
1813.T,FUDO TETRA CORP,Industrials,Engineering & Construction,Japan,31275464704,873
1814.T,DAISUE CONSTRUCTION CO,Real Estate,Real Estate—Development,Japan,10369257472,580
1815.T,TEKKEN CORP,Industrials,Engineering & Construction,Japan,33270286336,1966
1820.T,NISHIMATSU CONSTRUCTION CO,Industrials,Engineering & Construction,Japan,163013443584,3005
1821.T,error,,,,,
1822.T,DAIHO CORPORATION,Industrials,Engineering & Construction,Japan,72685256704,1646
1824.T,MAEDA CORP,Industrials,Engineering & Construction,Japan,184736989184,6545
1826.T,SATA CONSTRUCTION CO,Industrials,Engineering & Construction,Japan,7055912448,471
1827.T,NAKANO CORPORATION,Industrials,Engineering & Construction,Japan,14194726912,1361
1828.T,TANABE ENGINEERING CORP,Industrials,Engineering & Construction,Japan,9802023936,1021
1833.T,OKUMURA CORP,Industrials,Engineering & Construction,Japan,116889755648,2093
1835.T,TOTETSU KOGYO CO,Industrials,Infrastructure Operations,Japan,93430538240,1856
1840.T,TSUCHIYA HLDG,Consumer Cyclical,Residential Construction,Japan,4124587520,767
1841.T,SANYU CONSTRUCTION CO,Industrials,Engineering & Construction,Japan,3294734080,139
1844.T,OHMORI CO LTD,Industrials,Engineering & Construction,Japan,3055515648,101
1847.T,ICHIKEN CO LTD,Real Estate,Real Estate—Development,Japan,15995466752,504
1848.T,FUJI P.S CORPORATION,Industrials,Engineering & Construction,Japan,10652243968,433
1850.T,NANKAI TATSUMURA CONSTRUCTION C,Industrials,Engineering & Construction,Japan,9426984960,524
1852.T,ASANUMA CORP,Industrials,Engineering & Construction,Japan,40613883904,1452
1853.T,MORI-GUMI CO LTD,Industrials,Engineering & Construction,Japan,11560750080,371
1860.T,TODA CORP,Industrials,Engineering & Construction,Japan,259714760704,5463
1861.T,KUMAGAI GUMI CO,Industrials,Engineering & Construction,Japan,147931824128,4154
1866.T,KITANO CONSTRUCTION CORP,Industrials,Engineering & Construction,Japan,16518824960,972
1867.T,UEKI CORP,Industrials,Engineering & Construction,Japan,10490702848,971
1870.T,YAHAGI CONSTRUCTION CO,Industrials,Engineering & Construction,Japan,38629113856,1138
1871.T,P.S.MITSUBISHI CONSTRUCTION CO.,Industrials,Engineering & Construction,Japan,33256407040,1709
1873.T,NIHON HOUSE HOLDINGS CO LTD,Consumer Cyclical,Residential Construction,Japan,14570808320,1267
1878.T,DAITO TRUST CONSTRUCTION CO,Real Estate,Real Estate—Diversified,Japan,873899622400,17757
1879.T,SHINNIHON CORP,Industrials,Engineering & Construction,Japan,53433077760,564
1881.T,NIPPO CORPORATION,Industrials,Engineering & Construction,Japan,364403163136,6166
1882.T,TOA ROAD CORPORATION,Industrials,Engineering & Construction,Japan,21406210048,1558
1883.T,MAEDA ROAD CONSTRUCTION CO,Industrials,Infrastructure Operations,Japan,185197953024,2557
1884.T,NIPPON ROAD CO LTD,Industrials,Engineering & Construction,Japan,75335614464,1876
1885.T,TOA CORPORATION,Industrials,Engineering & Construction,Japan,49166712832,1767
1887.T,JDC CORPORATION,Industrials,Engineering & Construction,Japan,54289276928,1003
1888.T,WAKACHIKU CONSTRUCTION CO,Industrials,Engineering & Construction,Japan,18490544128,779
1890.T,TOYO CONSTRUCTION CO,Industrials,Engineering & Construction,Japan,57633157120,1619
1893.T,PENTA OCEAN CONSTRUCTION,Industrials,Engineering & Construction,Japan,257692729344,3416
1897.T,KANESHITA CONSTRUCTION CO,Industrials,Engineering & Construction,Japan,7601521664,
1898.T,SEIKITOKYU KOGYO CO,Industrials,Engineering & Construction,Japan,40415383552,1031
1899.T,FUKUDA CORP,Industrials,Engineering & Construction,Japan,45487722496,
1904.T,TAISEI ONCHO CO,Industrials,Building Products & Equipment,Japan,14601031680,756
1905.T,TENOX CORP,Industrials,Engineering & Construction,Japan,6114872320,282
1909.T,NIPPON DRY-CHEMICAL CO LTD,Industrials,Security & Protection Services,Japan,11642979328,1032
1911.T,SUMITOMO FORESTRY CO,Consumer Cyclical,Residential Construction,Japan,438204170240,19332
1914.T,JAPAN FOUNDATION ENGINEERING CO,Industrials,Engineering & Construction,Japan,12546660352,413
1921.T,TOMOE CORPORATION,Industrials,Engineering & Construction,Japan,16504442880,436
1925.T,DAIWA HOUSE INDUSTRY CO,Real Estate,Real Estate—Development,Japan,2226484936704,47133
1926.T,RAITO KOGYO CO LTD,Industrials,Engineering & Construction,Japan,100595703808,1192
1928.T,SEKISUI HOUSE,Consumer Cyclical,Residential Construction,Japan,1634304262144,
1929.T,NITTOC CONSTRUCTION CO,Industrials,Engineering & Construction,Japan,35536748544,950
1930.T,HOKURIKU ELECTRICAL CONSTRUCTIO,Industrials,Engineering & Construction,Japan,29322039296,1082
1934.T,YURTEC CORPORATION,Industrials,Engineering & Construction,Japan,60643450880,4835
1938.T,NIPPON RIETEC CO LTD,Technology,Electronic Components,Japan,49649061888,1534
1939.T,YONDENKO CORP,Industrials,Engineering & Construction,Japan,24934158336,2451
1941.T,CHUDENKO CORP,Industrials,Engineering & Construction,Japan,139103879168,4474
1942.T,KANDENKO CO LTD,Industrials,Engineering & Construction,Japan,200989868032,10003
1944.T,KINDEN CORPORATION,Industrials,Engineering & Construction,Japan,394318053376,12984
1945.T,TOKYO ENERGY & SYSTEMS INC,Industrials,Engineering & Construction,Japan,32692320256,1480
1946.T,TOENEC CORP,Industrials,Engineering & Construction,Japan,74764001280,5999
1948.T,KODENSHA CO LTD,Industrials,Engineering & Construction,Japan,9541591040,664
1949.T,SUMITOMO DENSETSU CO,Industrials,Engineering & Construction,Japan,90015883264,3444
1950.T,NIPPON DENSETSU KOGYO CO,Industrials,Infrastructure Operations,Japan,123007877120,4572
1951.T,KYOWA EXEO CORP,Industrials,Engineering & Construction,Japan,330135142400,13882
1952.T,SHIN NIPPON AIR TECHNOLOGIES CO,Industrials,Engineering & Construction,Japan,57736204288,1625
1954.T,NIPPON KOEI CO,Industrials,Engineering & Construction,Japan,47024640000,5702
1959.T,KYUDENKO CORP,Industrials,Engineering & Construction,Japan,297553592320,9921
1960.T,SANYO ENGINEERING & CONS INC,Industrials,Engineering & Construction,Japan,11969027072,1404
1961.T,SANKI ENGINEERING CO,Industrials,Engineering & Construction,Japan,86269140992,2501
1963.T,JGC HOLDINGS CORPORATION,Industrials,Engineering & Construction,Japan,347645673472,7607
1964.T,CHUGAI RO CO LTD,Industrials,Specialty Industrial Machinery,Japan,17129819136,731
1965.T,TECHNO RYOWA LTD,Industrials,Engineering & Construction,Japan,19594799104,844
1966.T,TAKADA CORPORATION,Industrials,Engineering & Construction,Japan,5588374528,1672
1967.T,YAMATO CORPORATION,Industrials,Engineering & Construction,Japan,18241273856,905
1968.T,TAIHEI DENGYO KAISHA,Industrials,Infrastructure Operations,Japan,52537307136,1941
1969.T,TAKASAGO THERMAL ENGINEERING CO,Industrials,Engineering & Construction,Japan,123663810560,5899
1971.T,CHUO BUILD INDUSTRY CO,Basic Materials,Building Materials,Japan,1545750144,85
1972.T,SANKO METAL INDUSTRIAL CO,Industrials,Building Products & Equipment,Japan,12088497152,476
1973.T,NEC NETWORKS & SYSTEM INTEGRATI,Technology,Information Technology Services,Japan,291732324352,7818
1975.T,ASAHI KOGYOSHA CO,Industrials,Specialty Industrial Machinery,Japan,19859402752,972
1976.T,MEISEI INDUSTRIAL CO,Industrials,Engineering & Construction,Japan,42601631744,658
1979.T,TAIKISHA LTD,Industrials,Building Products & Equipment,Japan,106376929280,4783
1980.T,DAI-DAN CO LTD,Industrials,Engineering & Construction,Japan,66470961152,1617
1981.T,KYOWANISSEI CO LTD,Industrials,Building Products & Equipment,Japan,12099952640,1046
1982.T,HIBIYA ENGINEERING,Industrials,Engineering & Construction,Japan,48922357760,940
1992.T,KANDA TSUSHINKI CO,Technology,Communication Equipment,Japan,2858189568,260
1994.T,TAKAHASHI CURTAIN WALL CORP,Industrials,Building Products & Equipment,Japan,5690596864,
1997.T,AKATSUKI EAZIMA CO LTD,Industrials,Engineering & Construction,Japan,2994887936,117
2001.T,NIPPN CORPORATION,Consumer Defensive,Packaged Foods,Japan,130793897984,3737
2002.T,NISSHIN SEIFUN GROUP INC,Consumer Defensive,Packaged Foods,Japan,568397463552,8962
2003.T,NITTO FUJI FLOUR MILLING CO,Consumer Defensive,Farm Products,Japan,36216250368,771
2004.T,SHOWA SANGYO CO,Consumer Defensive,Farm Products,Japan,101097652224,2421
2009.T,TORIGOE CO LTD (THE),Consumer Defensive,Packaged Foods,Japan,20271218688,
2031.T,error,,,,,
2032.T,error,,,,,
2033.T,error,,,,,
2034.T,error,,,,,
2035.T,error,,,,,
2036.T,error,,,,,
2037.T,error,,,,,
2038.T,error,,,,,
2039.T,error,,,,,
2040.T,error,,,,,
2041.T,error,,,,,
2042.T,error,,,,,
2043.T,error,,,,,
2044.T,error,,,,,
2045.T,error,,,,,
2046.T,error,,,,,
2047.T,error,,,,,
2048.T,error,,,,,
2050.T,error,,,,,
2053.T,CHUBU SHIRYO CO,Consumer Defensive,Packaged Foods,Japan,45265031168,603
2055.T,NICHIWA SANGYO CO,Consumer Defensive,Farm Products,Japan,6797824000,188
2060.T,FEED ONE CO LTD,Consumer Defensive,Farm Products,Japan,36487647232,933
2065.T,error,,,,,
2066.T,error,,,,,
2067.T,error,,,,,
2068.T,error,,,,,
2069.T,error,,,,,
2107.T,TOYO SUGAR REFINING CO,Consumer Defensive,Confectioners,Japan,6744977408,72
2108.T,NIPPON BEET SUGAR MANUFACTURING,Consumer Defensive,Confectioners,Japan,24450242560,730
2109.T,MITSUI SUGAR CO,Consumer Defensive,Confectioners,Japan,53204176896,1240
2112.T,ENSUIKO SUGAR REFINING CO,Consumer Defensive,Confectioners,Japan,7346620416,87
2114.T,FUJI NIHON SEITO CORPORATION,Consumer Defensive,Confectioners,Japan,16030763008,231
2117.T,NISSIN SUGAR CO LIMITED,Consumer Defensive,Confectioners,Japan,42810597376,497
2120.T,LIFULL CO LTD,Communication Services,Internet Content & Information,Japan,54162403328,1268
2121.T,MIXI. INC,Communication Services,Electronic Gaming & Multimedia,Japan,216630099968,1037
2122.T,INTERSPACE CO LTD,Communication Services,Advertising Agencies,Japan,7321816576,446
2124.T,JAC RECRUITMENT CO LTD,Industrials,Staffing & Employment Services,Japan,73544179712,
2127.T,NIHON M&A CENTER INC,Financial Services,Capital Markets,Japan,983047077888,582
2130.T,MEMBERS CO LTD,Communication Services,Advertising Agencies,Japan,32349382656,1473
2134.T,SUN CAPITAL MANAGEMENT CORP,Financial Services,Asset Management,Japan,3456633600,17
2136.T,HIP CORPORATION,Industrials,Staffing & Employment Services,Japan,3295440896,765
2138.T,CROOZ INC,Technology,Software—Application,Japan,24936869888,278
2139.T,CHUCO CO.LTD,Communication Services,Advertising Agencies,Japan,2448007168,336
2146.T,UT GROUP CO LTD,Industrials,Staffing & Employment Services,Japan,141674135552,22465
2148.T,ITMEDIA INC.,Communication Services,Advertising Agencies,Japan,36785176576,239
2150.T,CARENET INC,Healthcare,Medical Care Facilities,Japan,47548645376,
2151.T,TAKEEI CORPORATION,Industrials,Waste Management,Japan,35634728960,1304
2152.T,YOUJI CORPORATION,Consumer Defensive,Education & Training Services,Japan,10824205312,473
2153.T,E J HOLDINGS INC,Industrials,Specialty Business Services,Japan,16574032896,1517
2154.T,BENEXT GROUP INC,Industrials,Staffing & Employment Services,Japan,67651534848,18125
2156.T,SAYLOR ADVERTISING INC.,Communication Services,Advertising Agencies,Japan,1288297984,183
2157.T,KOSHIDAKA HOLDINGS CO LTD,Consumer Cyclical,Restaurants,Japan,49653415936,833
2158.T,FRONTEO INC,Technology,Information Technology Services,Japan,30856067072,335
2159.T,FULL SPEED INC,Communication Services,Advertising Agencies,Japan,6652959232,348
2160.T,GNI GROUP LTD,Healthcare,Biotechnology,Japan,107741970432,
2162.T,NMS HOLDINGS CORPORATION,Technology,Electronic Components,Japan,6247949824,12945
2163.T,ARTNER CO LTD,Industrials,Staffing & Employment Services,Japan,8925503488,
2164.T,CHIIKISHINBUNSHA CO LTD,Communication Services,Publishing,Japan,1623973760,199
2168.T,PASONA GROUP INC,Industrials,Staffing & Employment Services,Japan,72559255552,9657
2169.T,CDS CO LTD,Technology,Software—Application,Japan,10073538560,
2170.T,LINK AND MOTIVATION INC,Industrials,Consulting Services,Japan,64422109184,
2173.T,HAKUTEN CORPORATION,Communication Services,Advertising Agencies,Japan,3128807936,422
2174.T,GCA CORPORATION,Financial Services,Financial Conglomerates,Japan,36445478912,
2175.T,SMS CO LTD,Healthcare,Health Information Services,Japan,284834004992,3066
2176.T,INA RESEARCH INC,Healthcare,Biotechnology,Japan,2297080832,175
2178.T,TRI-STAGE INC,Communication Services,Advertising Agencies,Japan,10700150784,354
2179.T,SEIGAKUSHA CO LTD,Consumer Defensive,Education & Training Services,Japan,4942561792,739
2180.T,SUNNY SIDE UP GROUP INC,Communication Services,Advertising Agencies,Japan,11191734272,354
2181.T,PERSOL HOLDINGS CO LTD,Industrials,Staffing & Employment Services,Japan,509925130240,45179
2183.T,LINICAL CO LTD,Healthcare,Biotechnology,Japan,17866000384,842
2185.T,CMC CORPORATION,Technology,Information Technology Services,Japan,16185625600,972
2186.T,SOBAL CORPORATION,Technology,Software—Application,Japan,7348039680,966
2191.T,TELLA INC,Healthcare,Biotechnology,Japan,5495801856,
2193.T,COOKPAD INC.,Communication Services,Advertising Agencies,Japan,34483425280,
2195.T,AMITA HOLDINGS CO LTD,Industrials,Waste Management,Japan,3829195520,
2196.T,ESCRIT INC,Consumer Cyclical,Personal Services,Japan,6565179392,1221
2198.T,IKK INC,Consumer Cyclical,Personal Services,Japan,20162420736,948
2201.T,MORINAGA & CO,Consumer Defensive,Confectioners,Japan,207334473728,2711
2204.T,NAKAMURAYA CO LTD,Consumer Defensive,Packaged Foods,Japan,25037627392,822
2206.T,EZAKI GLICO CO,Consumer Defensive,Packaged Foods,Japan,299808227328,
2207.T,MEITO SANGYO CO,Consumer Defensive,Confectioners,Japan,27622998016,525
2208.T,BOURBON CORP,Consumer Defensive,Confectioners,Japan,53310144512,4271
2209.T,IMURAYA GROUP CO LTD,Consumer Defensive,Confectioners,Japan,35197841408,961
2211.T,FUJIYA CO LTD,Consumer Defensive,Confectioners,Japan,60495568896,
2212.T,YAMAZAKI BAKING LTD,Consumer Defensive,Packaged Foods,Japan,399493169152,
2215.T,FIRST BAKING CO,Consumer Defensive,Packaged Foods,Japan,6799034368,
2216.T,KANRO CO LTD,Consumer Defensive,Confectioners,Japan,10393985024,
2217.T,MOROZOFF LIMITED,Consumer Defensive,Confectioners,Japan,21061738496,
2220.T,KAMEDA SEIKA CO,Consumer Defensive,Confectioners,Japan,103627857920,3379
2221.T,IWATSUKA CONFECTIONERY CO,Consumer Defensive,Confectioners,Japan,25356742656,920
2222.T,KOTOBUKI SPIRITS,Consumer Defensive,Confectioners,Japan,224994705408,1520
2224.T,COMO CO LTD,Consumer Defensive,Packaged Foods,Japan,9642264576,223
2226.T,KOIKE-YA INC,Consumer Defensive,Packaged Foods,Japan,26777331712,858
