,name,sector,industry,country,mktCap,fullTimeEmployees
0125.HK,SUN HING VISION,Consumer Cyclical,Luxury Goods,Hong Kong,367889184,4000
0126.HK,CARRIANNA,Consumer Cyclical,Restaurants,Hong Kong,653686784,1700
0127.HK,CHINESE EST H,Real Estate,Real Estate—Development,Hong Kong,7554174976,475
0128.HK,ENM HOLDINGS,Consumer Cyclical,Apparel Retail,Hong Kong,957382784,133
0129.HK,ASIA STANDARD,Financial Services,Asset Management,Hong Kong,1332977792,230
0130.HK,MOISELLE INT'L,Consumer Cyclical,Apparel Manufacturing,Hong Kong,86379000,348
0131.HK,CHEUK NANG HOLD,Real Estate,Real Estate—Development,Hong Kong,1879709824,80
0132.HK,CHINA INV HOLD,Industrials,Conglomerates,Hong Kong,941781504,196
0133.HK,CHINA MERCHANTS,Financial Services,Asset Management,Hong Kong,1636056320,1
0135.HK,KUNLUN ENERGY,Energy,Oil & Gas Integrated,Hong Kong,71003799552,36396
0136.HK,HENGTEN NET,Consumer Cyclical,Internet Retail,Hong Kong,99549528064,365
0137.HK,,,,,,
0138.HK,CCT FORTIS,Industrials,Conglomerates,Hong Kong,181607088,318
0139.HK,CENTRALWEALTHGP,Financial Services,Capital Markets,Hong Kong,367303104,85
0141.HK,SKYCHINAFORTUNE,Real Estate,Real Estate Services,Hong Kong,107066256,102
0142.HK,FIRST PACIFIC,Consumer Defensive,Packaged Foods,Hong Kong,10210584576,99622
0143.HK,GUOAN INTL,Technology,Communication Equipment,Hong Kong,387448032,88
0144.HK,CHINA MER PORT,Industrials,Marine Shipping,Hong Kong,42761531392,7848
0145.HK,CCIAM FUTURE EN,Financial Services,Asset Management,Hong Kong,92629592,33
0146.HK,TAI PING CARPET,Consumer Cyclical,Textile Manufacturing,Hong Kong,254624416,670
0147.HK,IB SETTLEMENT,Real Estate,Real Estate—Development,Hong Kong,2377334784,110
0148.HK,KINGBOARD HLDG,Industrials,Conglomerates,Hong Kong,42308476928,36000
0149.HK,CH AGRI-PROD EX,Real Estate,Real Estate—Diversified,Hong Kong,1383476736,1193
0150.HK,HYPEBEAST,Communication Services,Internet Content & Information,Hong Kong,1982598784,348
0151.HK,WANT WANT CHINA,Consumer Defensive,Packaged Foods,Hong Kong,69355266048,40757
0152.HK,SHENZHEN INT'L,Industrials,Infrastructure Operations,Hong Kong,27735068672,6918
0153.HK,CHINA SAITE,Industrials,Engineering & Construction,China,269438016,467
0154.HK,BE ENVIRONMENT,Industrials,Waste Management,Hong Kong,870208768,1192
0155.HK,,,,,,
0156.HK,LIPPO CHINA RES,Consumer Defensive,Food Distribution,Hong Kong,1203485184,964
0157.HK,,,,,,
0158.HK,MELBOURNE ENT,Real Estate,Real Estate Services,Hong Kong,3917499904,17
0159.HK,BROCKMAN MINING,Basic Materials,Other Industrial Metals & Mining,Hong Kong,1317650688,9
0160.HK,HON KWOK LAND,Real Estate,Real Estate—Development,Hong Kong,2197308416,320
0162.HK,CENTURY GINWA,Consumer Cyclical,Department Stores,Hong Kong,209243568,1300
0163.HK,EMPEROR INT'L,Real Estate,Real Estate—Development,Hong Kong,3971754240,1258
0164.HK,CHINA BAOLI TEC,Communication Services,Advertising Agencies,Hong Kong,368434432,58
0165.HK,CHINA EB LTD,Financial Services,Asset Management,Hong Kong,16801943552,307
0166.HK,NEWTIMES ENERGY,Energy,Oil & Gas E&P,Hong Kong,630639360,44
0167.HK,IDT INT'L,Technology,Consumer Electronics,China,116999552,452
0168.HK,,,,,,
0169.HK,WANDA HOTEL DEV,Real Estate,Real Estate—Development,Hong Kong,1969397120,526
0171.HK,SILVER GRANT,Real Estate,Real Estate Services,Hong Kong,1475103872,99
0172.HK,GOLDBOND GROUP,Financial Services,Credit Services,Hong Kong,220952800,118
0173.HK,,,,,,
0174.HK,,,,,,
0175.HK,GEELY AUTO,Consumer Cyclical,Auto Manufacturers,Hong Kong,200792424448,38000
0176.HK,SUPERACTIVE GP,Technology,Consumer Electronics,Hong Kong,485734208,250
0177.HK,JIANGSU EXPRESS,Industrials,Infrastructure Operations,China,55641178112,5562
0178.HK,SA SA INT'L,Consumer Cyclical,Specialty Retail,Hong Kong,5585741824,3400
0179.HK,JOHNSON ELEC H,Consumer Cyclical,Auto Parts,Hong Kong,18437806080,35000
0180.HK,KADER HOLDINGS,Consumer Cyclical,Leisure,Hong Kong,394494016,1248
0181.HK,FUJIAN HOLDINGS,Consumer Cyclical,Lodging,Hong Kong,185579088,119
0182.HK,CONCORD NE,Utilities,Utilities—Renewable,Hong Kong,4685441536,1619
0183.HK,WINFULL GP,Real Estate,Real Estate Services,Hong Kong,263582096,21
0184.HK,,,,,,
0185.HK,,,,,,
0186.HK,NIMBLE HOLDINGS,Technology,Electronics & Computer Distribution,Hong Kong,3240415744,69
0187.HK,JINGCHENG MAC,Industrials,Specialty Industrial Machinery,China,2759941888,1385
0188.HK,SUNWAH KINGSWAY,Financial Services,Capital Markets,Hong Kong,255405808,95
0189.HK,DONGYUE GROUP,Basic Materials,Chemicals,China,12691257344,5576
0190.HK,HKC (HOLDINGS),Real Estate,Real Estate—Development,Hong Kong,3889273088,220
0191.HK,LAI SUN INT'L,Real Estate,Real Estate—Development,Hong Kong,2296774400,4600
0193.HK,CAPITAL ESTATE,Consumer Cyclical,Lodging,Hong Kong,76763512,80
0194.HK,,,,,,
0195.HK,GREENTECH INTL,Basic Materials,Other Industrial Metals & Mining,Hong Kong,730810048,334
0196.HK,HONGHUA GROUP,Energy,Oil & Gas Equipment & Services,China,1392560000,3760
0197.HK,HENG TAI,Consumer Defensive,Farm Products,Hong Kong,138579808,370
0198.HK,,,,,,
0199.HK,ITC PROPERTIES,Consumer Cyclical,Lodging,Hong Kong,1123404672,269
0200.HK,MELCO INT'L DEV,Consumer Cyclical,Resorts & Casinos,Hong Kong,24173973504,21931
0201.HK,MAGNIFICENT,Consumer Cyclical,Lodging,Hong Kong,1002069696,498
0202.HK,EVERCHINA INT'L,Real Estate,Real Estate Services,Hong Kong,1247337216,147
0204.HK,CHINA INV DEV,Financial Services,Asset Management,Hong Kong,281893376,7
0205.HK,SEEC MEDIA,Communication Services,Advertising Agencies,Hong Kong,55831424,116
0206.HK,CMIC OCEAN,Energy,Oil & Gas Equipment & Services,Hong Kong,638955648,431
0207.HK,,,,,,
0208.HK,POLYTEC ASSET,Real Estate,Real Estate—Development,Hong Kong,6436506624,230
0209.HK,WINSHINE SCI,Consumer Cyclical,Leisure,Hong Kong,201402304,1950
0210.HK,,,,,,
0211.HK,STYLAND HOLD,Financial Services,Capital Markets,Hong Kong,222396160,88
0212.HK,NANYANG HOLD,Real Estate,Real Estate Services,Hong Kong,1403716992,13
0213.HK,NATIONAL ELEC H,Consumer Cyclical,Luxury Goods,Hong Kong,1018681600,270
0214.HK,ASIA ORIENT,Financial Services,Asset Management,Hong Kong,840873984,330
0215.HK,HUTCHTEL HK,Communication Services,Telecom Services,Hong Kong,7084077568,990
0216.HK,CHINNEY INV,Real Estate,Real Estate—Development,Hong Kong,909757184,330
0217.HK,CHINA CHENGTONG,Financial Services,Capital Markets,Hong Kong,1051381888,288
0218.HK,SWHYHK,Financial Services,Capital Markets,Hong Kong,1592362752,269
0219.HK,SHUNHO PROPERTY,Consumer Cyclical,Lodging,Hong Kong,765274048,566
0220.HK,U-PRESID CHINA,Consumer Defensive,Beverages—Non-Alcoholic,China,41551953920,30430
0221.HK,,,,,,
0222.HK,,,,,,
0223.HK,ELIFE HLDGS,Financial Services,Capital Markets,Hong Kong,255446592,43
0224.HK,,,,,,
0225.HK,POKFULAM,Real Estate,Real Estate Services,Hong Kong,1302315776,115
0226.HK,LIPPO,Consumer Defensive,Food Distribution,Hong Kong,1178638080,1006
0227.HK,FIRST SHANGHAI,Financial Services,Capital Markets,Hong Kong,496639488,674
0228.HK,,,,,,
0229.HK,,,,,,
0230.HK,,,,,,
0231.HK,PING AN SEC GP,Financial Services,Capital Markets,Hong Kong,51658596,68
0232.HK,AVIC INT'L,Industrials,Aerospace & Defense,Hong Kong,1190831360,577
0234.HK,NEW CENTURY GP,Consumer Cyclical,Leisure,Hong Kong,352602560,33
0235.HK,CHINA STRATEGIC,Financial Services,Capital Markets,Hong Kong,3078180352,53
0236.HK,SAN MIGUEL HK,Consumer Defensive,Beverages—Brewers,Hong Kong,366099584,517
0237.HK,SAFETY GODOWN,Real Estate,Real Estate Services,Hong Kong,1377000064,34
0238.HK,EVERGREEN INT,Consumer Cyclical,Apparel Manufacturing,China,241950624,358
0239.HK,PAK FAH YEOW,Healthcare,Drug Manufacturers—Specialty & Generic,Hong Kong,560952000,91
0240.HK,BUILD KING HOLD,Industrials,Engineering & Construction,Hong Kong,1353649280,2922
0241.HK,ALI HEALTH,Healthcare,Pharmaceutical Retailers,Hong Kong,301436698624,1036
0242.HK,SHUN TAK HOLD,Real Estate,Real Estate—Diversified,Hong Kong,7281766912,2900
0243.HK,QPL INT'L,Technology,Semiconductors,Hong Kong,49825828,810
0244.HK,SINCERE,Consumer Cyclical,Department Stores,Hong Kong,258112400,251
0245.HK,CHINA VERED FIN,Financial Services,Asset Management,Hong Kong,3714451712,71
0247.HK,,,,,,
0248.HK,HKC INT'L HOLD,Technology,Communication Equipment,Hong Kong,134495648,90
0250.HK,SINO-I TECH,Technology,Information Technology Services,Hong Kong,1194627456,5253
0251.HK,SEA HOLDINGS,Real Estate,Real Estate—Diversified,Hong Kong,5208558080,135
0252.HK,SE ASIA PPT,Consumer Cyclical,Packaging & Containers,Hong Kong,775444800,301
0253.HK,SHUNHO HOLDINGS,Consumer Cyclical,Lodging,Hong Kong,283063168,566
0254.HK,,,,,,
0255.HK,LUNG KEE,Industrials,Metal Fabrication,Hong Kong,1756062080,3800
0256.HK,CITYCHAMP,Consumer Cyclical,Luxury Goods,Hong Kong,7224137216,5200
0257.HK,EB ENVIRONMENT,Industrials,Waste Management,Hong Kong,31022051328,12700
0258.HK,TOMSON GROUP,Real Estate,Real Estate—Diversified,Hong Kong,4099742208,500
0259.HK,,,,,,
0260.HK,AVIC JOY HLDG,Energy,Oil & Gas Refining & Marketing,Hong Kong,160481264,32
0261.HK,GBA HOLDINGS,Technology,Communication Equipment,Hong Kong,1838459904,40
0262.HK,DESON DEV INT'L,Real Estate,Real Estate—Development,Hong Kong,127124392,183
0263.HK,GT GROUP HLDG,Financial Services,Capital Markets,Hong Kong,6729200,61
0264.HK,CN INT DEV CORP,Consumer Cyclical,Footwear & Accessories,Hong Kong,355915008,156
0265.HK,ORIENT VICTORY,Consumer Cyclical,Travel Services,Hong Kong,775325952,180
0266.HK,TIAN TECK LAND,Real Estate,Real Estate Services,Hong Kong,2397396736,39
0267.HK,CITIC,Industrials,Conglomerates,China,193450491904,287910
0268.HK,KINGDEE INT'L,Technology,Software—Application,China,84464312320,10663
0269.HK,CRTG,Industrials,Infrastructure Operations,Hong Kong,200944816,469
0270.HK,GUANGDONG INV,Utilities,Utilities—Regulated Water,Hong Kong,91660238848,7805
0271.HK,ASIASEC PPT,Real Estate,Real Estate Services,Hong Kong,1488803968,29
0272.HK,SHUI ON LAND,Real Estate,Real Estate—Development,China,9190930432,3141
0273.HK,,,,,,
0274.HK,C BILLION RES,Basic Materials,Gold,Hong Kong,121220160,453
0275.HK,,,,,,
0276.HK,MONGOLIA ENERGY,Basic Materials,Coking Coal,Hong Kong,199413552,644
0277.HK,TERN PROPERTIES,Real Estate,Real Estate Services,Hong Kong,1014672768,17
0278.HK,WAH HA REALTY,Real Estate,Real Estate Services,Hong Kong,604800000,20
0279.HK,FREEMAN FINTECH,Financial Services,Financial Conglomerates,Hong Kong,168136208,53
0280.HK,KING FOOK HOLD,Consumer Cyclical,Luxury Goods,Hong Kong,296467584,132
0281.HK,,,,,,
0282.HK,NEXT DIGITAL,Communication Services,Publishing,Hong Kong,448155680,2095
0285.HK,BYD ELECTRONIC,Technology,Communication Equipment,China,96887595008,137400
0286.HK,AIDIGONG,Healthcare,Medical Care Facilities,Hong Kong,2107005952,1913
0287.HK,WINFAIR INV,Real Estate,Real Estate Services,Hong Kong,352000000,6
0288.HK,WH GROUP,Consumer Defensive,Packaged Foods,Hong Kong,104369766400,102000
0289.HK,WING ON CO,Consumer Cyclical,Department Stores,Hong Kong,4938474496,636
0290.HK,C FORTUNE FIN,Financial Services,Financial Conglomerates,Hong Kong,366123232,85
0291.HK,CHINA RES BEER,Consumer Defensive,Beverages—Brewers,Hong Kong,197235195904,27000
0292.HK,ASIA STD HOTEL,Financial Services,Asset Management,Hong Kong,445986848,180
0293.HK,CATHAY PAC AIR,Industrials,Airlines,Hong Kong,46347837440,25600
0294.HK,YANGTZEKIANG,Consumer Cyclical,Apparel Manufacturing,Hong Kong,446575712,3400
0295.HK,KONG SUN HOLD,Utilities,Utilities—Renewable,China,1316867200,654
0296.HK,EMPEROR E HOTEL,Consumer Cyclical,Resorts & Casinos,Hong Kong,1391016960,803
0297.HK,SINOFERT,Basic Materials,Agricultural Inputs,Hong Kong,7305437696,4682
0298.HK,CHUANG'S CHINA,Real Estate,Real Estate—Development,Hong Kong,1045233728,150
0299.HK,GLORY SUN LAND,Financial Services,Capital Markets,Hong Kong,1410534144,614
0301.HK,SANVO CHEMICALS,Basic Materials,Specialty Chemicals,China,487349984,881
0302.HK,CMGE,Communication Services,Electronic Gaming & Multimedia,China,7053520896,1000
0303.HK,VTECH HOLDINGS,Technology,Communication Equipment,Hong Kong,17649029120,26000
0305.HK,WULING MOTORS,Consumer Cyclical,Auto Parts,Hong Kong,5573890560,10309
0306.HK,KWOON CHUNG BUS,Industrials,Railroads,Hong Kong,1096587008,4000
0307.HK,,,,,,
0308.HK,CHINA TRAVEL HK,Consumer Cyclical,Leisure,Hong Kong,7308351488,8375
0309.HK,XH NEWS MEDIA,Industrials,Specialty Business Services,Hong Kong,149804208,1193
0310.HK,PROSP INV HOLD,Financial Services,Asset Management,Hong Kong,41184884,11
0311.HK,LUEN THAI,Consumer Cyclical,Apparel Manufacturing,Hong Kong,423985088,52000
0312.HK,,,,,,
0313.HK,RICHLY FIELD,Real Estate,Real Estate Services,Hong Kong,233366992,248
0315.HK,SMARTONE TELE,Communication Services,Telecom Services,Hong Kong,5110553600,1865
0316.HK,OOIL,Industrials,Marine Shipping,Hong Kong,59258949632,10436
0317.HK,COMEC,Industrials,Aerospace & Defense,China,28166291456,15366
0318.HK,VONGROUP,Technology,Information Technology Services,Hong Kong,126845408,41
0320.HK,COMPUTIME,Technology,Consumer Electronics,Hong Kong,369485600,4700
0321.HK,TEXWINCA HOLD,Consumer Cyclical,Textile Manufacturing,Hong Kong,2583779072,11570
0322.HK,TINGYI,Consumer Defensive,Packaged Foods,China,79748177920,60654
0323.HK,,,,,,
0326.HK,CHINA STAR ENT,Communication Services,Entertainment,Hong Kong,3681100800,66
0327.HK,PAX GLOBAL,Industrials,Business Equipment & Supplies,Hong Kong,8873475072,1641
0328.HK,ALCO HOLDINGS,Technology,Consumer Electronics,Hong Kong,167069600,1070
0329.HK,,,,,,
0330.HK,ESPRIT HOLDINGS,Consumer Cyclical,Apparel Retail,Germany,1607631232,3400
0331.HK,FSE SERVICES,Industrials,Engineering & Construction,Hong Kong,2364708096,9137
0332.HK,YUANHENG GAS,Energy,Oil & Gas Refining & Marketing,Hong Kong,1898229760,410
0333.HK,TOP FORM INT'L,Consumer Cyclical,Apparel Manufacturing,Hong Kong,183642336,8014
0334.HK,CH DISPLAY OPT,Technology,Electronic Components,China,1078201088,7197
0335.HK,UPBEST GROUP,Financial Services,Capital Markets,Hong Kong,2172679168,39
0336.HK,HUABAO INTL,Basic Materials,Chemicals,Hong Kong,24551936000,3458
0337.HK,,,,,,
0338.HK,,,,,,
0339.HK,CORE ECON INV,Financial Services,Asset Management,Hong Kong,189979200,12
0340.HK,,,,,,
0341.HK,CAFE DE CORAL H,Consumer Cyclical,Restaurants,Hong Kong,10003824640,19788
0342.HK,NEWOCEAN ENERGY,Energy,Oil & Gas Refining & Marketing,Hong Kong,954278016,1000
0343.HK,CULTURECOM HOLD,Communication Services,Publishing,Hong Kong,330977088,238
0345.HK,VITASOY INT'L,Consumer Defensive,Packaged Foods,Hong Kong,32992081920,6826
0346.HK,YANCHANG PETRO,Energy,Oil & Gas Integrated,Hong Kong,1796829952,173
0347.HK,ANGANG STEEL,Basic Materials,Steel,China,39739695104,33750
0348.HK,CHINAHEALTHWISE,Consumer Cyclical,Leisure,Hong Kong,223439488,110
0351.HK,,,,,,
0352.HK,FORTUNE SUN,Real Estate,Real Estate Services,China,221564704,117
0353.HK,ENERGY INTINV,Energy,Oil & Gas Equipment & Services,Hong Kong,526010976,45
0354.HK,CHINASOFT INT'L,Technology,Information Technology Services,China,20918392832,67992
0355.HK,,,,,,
0356.HK,DT CAPITAL,Financial Services,Capital Markets,Hong Kong,104852400,6
0357.HK,MEILAN AIRPORT,Industrials,Airports & Air Services,China,15379422208,973
0358.HK,JIANGXI COPPER,Basic Materials,Copper,China,74960379904,23213
0359.HK,HAISHENG JUICE,Consumer Defensive,Beverages—Non-Alcoholic,Hong Kong,112211720,2830
0360.HK,NEW FOCUS AUTO,Consumer Cyclical,Auto & Truck Dealerships,China,439896576,1296
0361.HK,,,,,,
0362.HK,XINYANG MAOJIAN,Utilities,Utilities—Regulated Electric,Hong Kong,506841408,593
0363.HK,SHANGHAI IND H,Industrials,Conglomerates,Hong Kong,12307216384,19544
0364.HK,BLOCKCHAIN GP,Industrial Goods,Textile Industrial,Hong Kong,,208
0365.HK,SINO ICT,Industrials,Specialty Industrial Machinery,Hong Kong,1760550144,320
0366.HK,LUKS GROUP (VN),Basic Materials,Building Materials,Hong Kong,643272960,1150
0367.HK,CHUANG'S INT'L,Real Estate,Real Estate Services,Hong Kong,1806354048,374
0368.HK,SUPERLAND GROUP,Industrials,Engineering & Construction,Hong Kong,552000000,248
0369.HK,,,,,,
0370.HK,CHINA BEST,Consumer Cyclical,Specialty Retail,Hong Kong,376238208,404
